course_code,course_title,department,outline_status,preferred_source_kind,preferred_source_name,preferred_academic_year,preferred_term,preferred_professors,preferred_document_urls,preferred_source_page_url,needs_review
CIVENG 2A03,Surveying and Measurement for Transportation and Construction,CIVENG,found,official_department,engineering_civil,,,Hao Yang,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVENG-2A03-Course-Outline-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 2B04,Principles of Environmental Engineering,CIVENG,found,official_department,engineering_civil,,,Zoe Li,https://www.eng.mcmaster.ca//app/uploads/2024/01/course-outline-2B04.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 2E03,Computer Applications in Civil Engineering,CIVENG,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Mahtab Masouminia,https://mcmaster.simplesyllabusca.com/doc/4fnxamuqe/Fall-2026-CIVENG-2E03-C01-CHURCH-Computer-Applications-in-Civil-Engineering?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
CIVENG 2P04,Statics and Mechanics of Materials,CIVENG,found,official_department,engineering_civil,,,Ousmane Hisseine,https://www.eng.mcmaster.ca//app/uploads/2024/01/Course-Outline_2P04_Fall2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 2X03,Introduction to Civil Engineering,CIVENG,found,official_department,engineering_civil,,,Lydell Wiebe,https://www.eng.mcmaster.ca//app/uploads/2024/08/CE2X03.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 3A03,Geotechnical Engineering I,CIVENG,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Dr. Yazan Asia,https://mcmaster.simplesyllabusca.com/doc/zr2t8dgyg/Fall-2026-CIVENG-3A03-C01-ASAIY-Geotechnical-Engineering-I?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
CIVENG 3C03,Engineering Systems,CIVENG,found,official_department,engineering_civil,,,Seyedhamid Moafimadani,https://www.eng.mcmaster.ca//app/uploads/2024/01/Fall-2025-CIVENG-3C03-C01-ABDELMOM-Engineering-Systems.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 3G04,Structural Analysis,CIVENG,found,official_department,engineering_civil,,,Michael Tait,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE3G04-2025-26-COURSE-OUTLINE.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 3K03,Introduction to Transportation Engineering,CIVENG,found,official_department,engineering_civil,,,Saiedeh Razavi,https://www.eng.mcmaster.ca//app/uploads/2024/01/Fall-2025-CIVENG-3K03-T02-RAZAVI-Introduction-to-Transportation-Engineering.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 3P04,Civil Engineering Materials and Design,CIVENG,found,official_department,engineering_civil,,,Ousmane Hisseine,https://www.eng.mcmaster.ca//app/uploads/2024/01/Course-Outline_CIVEN-3P04_Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4A04,Engineering Hydrology,CIVENG,found,official_department,engineering_civil,,,Ashkan Irannezhad,https://www.eng.mcmaster.ca//app/uploads/2024/08/Fall-2024-CIVENG-4A04-IRANNEA-.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4BP4,Building Science,CIVENG,found,official_department,engineering_civil,,,Samir Chidiac,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE4BP4-COURSE-OUTLINE.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4G04,Pavement Materials and Design,CIVENG,found,official_department,engineering_civil,,,Hao Yang,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVENG-4G04-Course-Outline-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4K04,Modern Methods of Structural Analysis,CIVENG,found,official_department,engineering_civil,,,Mohamed Ezzeldin,https://www.eng.mcmaster.ca//app/uploads/2024/01/2025-26-4K04-COURSE-OUTLINE.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4N04,Steel Structures,CIVENG,found,official_department,engineering_civil,,,Ramla Qureshi,https://www.eng.mcmaster.ca//app/uploads/2024/01/4N04-Course-Outline-2025_v2.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4P04,Engineering Hydrogeology,CIVENG,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Adedapo Awolayo,https://mcmaster.simplesyllabusca.com/doc/f5zwfvo2v/Fall-2026-CIVENG-4P04-C01-AWOLAYOA-Engineering-Hydrogeology?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
CIVENG 4S04,Foundation Engineering,CIVENG,found,official_department,engineering_civil,,,Mehdi Shafikhani,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE-4S04-Course-Outline-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,True
CIVENG 4X06A,Design and Synthesis Project in Civil Engineering,CIVENG,missing,,,,,,,,False
CIVENG 4Z04A,Independent Study,CIVENG,missing,,,,,,,,False
CIVTECH 3GE3,Geotechnical Materials and Analysis,CIVTECH,found,official_department,engineering_technology,,,"Michael Justason, P.Eng.",https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-3GE3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,True
CIVTECH 3SA3,Structural Analysis,CIVTECH,found,official_department,engineering_technology,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-3SA3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,True
CIVTECH 4BC3,Building Science,CIVTECH,found,official_department,engineering_technology,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4BC3-Winter-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,True
CIVTECH 4LU3,Advanced Land Use Planning,CIVTECH,found,official_department,engineering_technology,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4LU3-Summer-2024.pdf,https://www.eng.mcmaster.ca/sept/courses/,True
CIVTECH 4RC3,Reinforced Concrete and Masonry Design,CIVTECH,found,official_department,engineering_technology,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4RC3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,True
CIVTECH 4WT3,Municipal and Environmental Engineering,CIVTECH,found,official_department,engineering_technology,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4WT3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,True
CMTYENGA 2A03,Foundations of Community Engagement,CMTYENGA,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Sarah Precious,https://mcmaster.simplesyllabusca.com/doc/j4ztgp2pm/Fall-2026-CMTYENGA-2A03-C01-PRECIOUS-Foundations-of-Community-Engagement?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
CMTYENGA 2MC3,Design and Creation of Engaged Learning for Community Youth,CMTYENGA,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Rebecca Collins-Nelsen,https://mcmaster.simplesyllabusca.com/doc/8enslklln/Fall-2026-CMTYENGA-2MC3-C01-COLLIR2-Design-and-Creation-of-Engaged-Learning-for-Community-Youth?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
CMTYENGA 3E03,Community Engagement in Practice with Empowerment Squared,CMTYENGA,missing,,,,,,,,False
CMTYENGA 4A06,Semester at CityLAB: Design and Dialogue Inquiry,CMTYENGA,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Rachel Johnson (Project Management),https://mcmaster.simplesyllabusca.com/doc/ymdxu67zt/Fall-2026-CMTYENGA-4A06-C01-KAYRL-Semester-at-CityLAB-Design-and-Dialogue-Inquiry?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
CMTYENGA 4A09,Semester at CityLAB: Applied Project Experience,CMTYENGA,missing,,,,,,,,False
COMMERCE 1AA3,Introductory Financial Accounting,COMMERCE,found,official_department,degroote_commerce,2026,winter,E. Islam,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/1AA3-W26-E.-Islam.pdf,https://ug.degroote.mcmaster.ca/descriptions/1aa3/,False
COMMERCE 1BA3,Organizational Behaviour,COMMERCE,found,official_department,degroote_commerce,2026,summer,Y. Lee,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/05/COMM-1BA3-SS26-course-outline-Lee-3.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ba3/,False
COMMERCE 1E03,Business Environment and Organization,COMMERCE,found,official_department,degroote_commerce,2026,fall,C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/09/COMM-1E03-F26-Capretta.pdf,https://ug.degroote.mcmaster.ca/descriptions/1e03/,False
COMMERCE 1GR0A,DeGroote Student Experience and Development I,COMMERCE,missing,,,,,,,,False
COMMERCE 1MA3,Introduction to Marketing,COMMERCE,found,official_department,degroote_commerce,2026,winter,"C. Ling, S. Kim",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/COMM-1MA3-W26-Kim-Ling_FINAL.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ma3/,False
COMMERCE 1TS0,Orientation for New Transfer Students,COMMERCE,missing,,,,,,,,False
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,found,official_department,degroote_commerce,2025,fall,A. Mokhtar; A.S. Merali,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2AB3-F25-Final.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2AB3-F25-Merali.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,False
COMMERCE 2CO0,Co-op and Career Development Course,COMMERCE,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,,https://mcmaster.simplesyllabusca.com/doc/765xzttj4/Fall-2026-COMMERCE-2CO0-C01-DLITTLE-Co-op-and-Career-Development-Course?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,found,official_department,degroote_commerce,2025,fall,L. Shi; Z. Mashayekhi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-2DA3-F25-course-outline-Shi.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-2DA3-F25-course-outline-Mashayekhi.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,False
COMMERCE 2FA3,Introduction to Finance,COMMERCE,found,official_department,degroote_commerce,2026,winter,J. Tome,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/2FA3-W26-J.-Tome.pdf,https://ug.degroote.mcmaster.ca/descriptions/2fa3/,False
COMMERCE 2FB3,Managerial Finance,COMMERCE,missing,,,,,,,,False
COMMERCE 2GR0,DeGroote Student Experience and Development II,COMMERCE,found,official_department,degroote_commerce,2026,winter,A. Boey,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/COMM-2GR0-W26-course-outline-Boey.pdf,https://ug.degroote.mcmaster.ca/descriptions/2gr0/,False
COMMERCE 2NG3,Negotiations,COMMERCE,found,official_department,degroote_commerce,2025,fall,A. Boey; C. Capretta; R. Alsadi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/Comm-2NG3-F25-course-outline-Boey.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/Comm-2NG3-F25-course-outline-Alasadi-3.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/Comm-2NG3-F25-course-outline-Capretta-2.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,False
COMMERCE 3AB3,Intermediate Financial Accounting I,COMMERCE,found,official_department,degroote_commerce,2025,fall,K. Li | Y. Kwok,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/3AB3-F25-li-kwok.pdf,https://ug.degroote.mcmaster.ca/descriptions/3ab3/,False
COMMERCE 3DA3,Predictive Analytics,COMMERCE,found,official_department,degroote_commerce,2026,winter,E. Blasioli,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-3DA3-W26-course-outline-Blasioli.pdf,https://ug.degroote.mcmaster.ca/descriptions/3da3/,False
COMMERCE 3FB3,Securities Analysis,COMMERCE,found,official_department,degroote_commerce,2026,winter,R. Jin; S. Wang,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/3FB3-W26-S.-Wang.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/3FB3-W26-C02-Jin.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fb3/,False
COMMERCE 3FC3,International Finance,COMMERCE,missing,,,,,,,,False
COMMERCE 3FD3,Financial Modelling,COMMERCE,found,official_department,degroote_commerce,2026,winter,Y. Zhao,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/3FD3-W26-Y.-Zhao.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fd3/,False
COMMERCE 3FH3,Alternative Investments and Portfolio Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,A. Mahmood,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/3FH3-W26-A.-Mahmood.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fh3/,False
COMMERCE 3FI3,Market Trading with Options and Futures,COMMERCE,found,official_department,degroote_commerce,2026,winter,J. Siam,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/3FI3-W26-Siam.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fi3/,False
COMMERCE 3FK3,Intermediate Corporate Finance,COMMERCE,found,official_department,degroote_commerce,2025,fall,S. Sarkar,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/3FK3-F25-Sarkar-C01.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/3FK3-F25-Sarkar-C02.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fk3/,False
COMMERCE 3FN3,Big Data in Finance,COMMERCE,missing,,,,,,,,False
COMMERCE 3GR0,DeGroote Student Experience and Development III,COMMERCE,missing,,,,,,,,False
COMMERCE 3KA3,System Analysis and Design,COMMERCE,found,official_department,degroote_commerce,2025,fall,A. Montazemi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-3KA3-F25-course-outline-Montazemi-1.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-3KA3-F25-course-outline-Montazemi-C02.pdf,https://ug.degroote.mcmaster.ca/descriptions/3ka3/,False
COMMERCE 3KE3,Management of Enterprise Data Analytics and Artificial Intelligence,COMMERCE,missing,,,,,,,,False
COMMERCE 3MA3,Marketing Research,COMMERCE,missing,,,,,,,,False
COMMERCE 3MB3,Consumer Behaviour,COMMERCE,found,official_department,degroote_commerce,2026,winter,M. Hupfer,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-3MB3-W26-Hupfer.pdf,https://ug.degroote.mcmaster.ca/descriptions/3mb3/,False
COMMERCE 3MC3,Applied Marketing Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,K. C. Lesage; M. Malik; M. Ryder,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-3MC3-C01-C03-W26-Malik.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-3MC3-C02-C08-W26-Lesage.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-3MC3-C04-C05-W26-Ryder.pdf,https://ug.degroote.mcmaster.ca/descriptions/3mc3/,False
COMMERCE 4AA3,Managerial Accounting II,COMMERCE,found,official_department,degroote_commerce,2026,winter,A. S. Merali,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/4AA3-W26-Merali.pdf,https://ug.degroote.mcmaster.ca/descriptions/4aa3/,False
COMMERCE 4AC3,Advanced Financial Accounting,COMMERCE,found,official_department,degroote_commerce,2026,winter,Y. Kwok,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/4AC3-W26-Kwok.pdf,https://ug.degroote.mcmaster.ca/descriptions/4ac3/,False
COMMERCE 4AD3,Introduction to Auditing,COMMERCE,missing,,,,,,,,False
COMMERCE 4AF3,Accounting Theory,COMMERCE,found,official_department,degroote_commerce,2026,winter,J. Jin,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/4AF3-W26-Jin.pdf,https://ug.degroote.mcmaster.ca/descriptions/4af3/,False
COMMERCE 4BB3,Recruitment and Selection,COMMERCE,found,official_department,degroote_commerce,2026,winter,Y. Yao,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-4BB3-W26-course-outline-Yao-1.pdf,https://ug.degroote.mcmaster.ca/descriptions/4bb3/,False
COMMERCE 4BG3,Public Sector Collective Bargaining,COMMERCE,missing,,,,,,,,False
COMMERCE 4BI3,Training and Development,COMMERCE,found,official_department,degroote_commerce,2025,fall,H. Chen,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-4BI3-F25-course-outline-Chen.pdf,https://ug.degroote.mcmaster.ca/descriptions/4bi3/,False
COMMERCE 4BL3,Occupational Health and Safety Management,COMMERCE,found,official_department,degroote_commerce,2025,fall,L. Djelalian-Pepper,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/09/COMM-4BL3-F25-course-outline-Djelalian-Pepper.pdf,https://ug.degroote.mcmaster.ca/descriptions/4bl3/,False
COMMERCE 4CB3,"Health Care Systems: Management, Policy, and Innovation",COMMERCE,missing,,,,,,,,False
COMMERCE 4DA3,Modelling and Prescriptive Analytics,COMMERCE,found,official_department,degroote_commerce,2025,fall,Z. Vosooghi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-4DA3-F25-course-outline-Vosooghi.pdf,https://ug.degroote.mcmaster.ca/descriptions/4da3/,False
COMMERCE 4EL3,Experiential Learning in Business,COMMERCE,found,official_department,degroote_commerce,,,"Download the proposal form (for 4EL3) and fill it out with your supervisor. The form includes information about the components of the course, evaluation, and deadlines.",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2023/12/4EL3-Experiential-Learning-Project-Proposal-Outline_v.-Nov-23.pdf,https://ug.degroote.mcmaster.ca/descriptions/4el3/,True
COMMERCE 4FC3,Ethics and Professional Practice in Finance,COMMERCE,found,official_department,degroote_commerce,2025,fall,S. Bose,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/4FC3-C01-F25-Bose.pdf,https://ug.degroote.mcmaster.ca/descriptions/4fc3/,False
COMMERCE 4FL3,Personal Financial Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,S. Bose,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/4FL3-W26-S.-Bose.pdf,https://ug.degroote.mcmaster.ca/descriptions/4fl3/,False
COMMERCE 4FP3,Personal Finance,COMMERCE,found,official_department,degroote_commerce,2025,fall,S. Cheung,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/4FP3-F25-Cheung.pdf,https://ug.degroote.mcmaster.ca/descriptions/4fp3/,False
COMMERCE 4FR3,Insurance and Risk Management,COMMERCE,found,official_department,degroote_commerce,2024,fall,S. Bose,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/4FR3-F24-Bose.pdf,https://ug.degroote.mcmaster.ca/descriptions/4fr3/,False
COMMERCE 4FW3,Finance for Entrepreneurs,COMMERCE,found,official_department,degroote_commerce,2025,fall,T. Chamberlain,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/09/4FW3-F25-Chamberlain.pdf,https://ug.degroote.mcmaster.ca/descriptions/4fw3/,False
COMMERCE 4FY3,Introduction to FinTech,COMMERCE,missing,,,,,,,,False
COMMERCE 4GR3,DeGroote Student Experience and Development IV,COMMERCE,missing,,,,,,,,False
COMMERCE 4IA0,Internship 1,COMMERCE,missing,,,,,,,,False
COMMERCE 4IB0,Internship 2,COMMERCE,missing,,,,,,,,False
COMMERCE 4KF3,Project Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,N.Wagner,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/COMM-4KF3-W26-course-outline-Wagner.pdf,https://ug.degroote.mcmaster.ca/descriptions/4kf3/,False
COMMERCE 4KH3,Strategies for Electronic and Mobile Business,COMMERCE,found,official_department,degroote_commerce,2025,fall,A. Montazemi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-4KH3-F25-course-outline-Montazemi.pdf,https://ug.degroote.mcmaster.ca/descriptions/4kh3/,False
COMMERCE 4MA3,Advertising and Integrated Marketing Communication,COMMERCE,found,official_department,degroote_commerce,2026,winter,C. DeVries,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-4MA3-W26-DeVries.pdf,https://ug.degroote.mcmaster.ca/descriptions/4ma3/,False
COMMERCE 4ME3,Sales Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,M. Malik,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-4ME3-W26-Malik.pdf,https://ug.degroote.mcmaster.ca/descriptions/4me3/,False
COMMERCE 4MH3,Digital Marketing,COMMERCE,missing,,,,,,,,False
COMMERCE 4OI3,Supply Chain Management,COMMERCE,found,official_department,degroote_commerce,2025,fall,K. Huang; K.Huang,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-4OI3-F25-course-outline-Zhou.pdf | https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-4OI3-F25-course-outline-Zhou-C02.pdf,https://ug.degroote.mcmaster.ca/descriptions/4oi3/,False
COMMERCE 4PA3,Business Policy: Strategic Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,"R. Cossa, G. Huang, A. Ali",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/02/COMM-4PA3-W26-Cossa-Huang-Ali.pdf,https://ug.degroote.mcmaster.ca/descriptions/4pa3/,False
COMMERCE 4QA3,Operations Modelling and Analysis,COMMERCE,found,official_department,degroote_commerce,2026,winter,A. Foda,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/COMM-4QA3-W26-course-oultine-Foda.pdf,https://ug.degroote.mcmaster.ca/descriptions/4qa3/,False
COMMERCE 4SA3,International Business,COMMERCE,found,official_department,degroote_commerce,2026,winter,"P. Balaji, J. Han, A. Taherizadeh",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-4SA3-W26-Balaji-Han-Taherizadeh.pdf,https://ug.degroote.mcmaster.ca/descriptions/4sa3/,False
COMMERCE 4SB3,Introduction to Canadian Taxation,COMMERCE,found,official_department,degroote_commerce,2025,fall,E. Bentzen-Bilkvist,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/4SB3-F25-Bentzen-Bilkvist.pdf,https://ug.degroote.mcmaster.ca/descriptions/4sb3/,False
COMMERCE 4SD3,Commercial Law,COMMERCE,found,official_department,degroote_commerce,2026,summer,K. Ketsetzis,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/05/COMM-4SD3-S26-Ketsetzis.pdf,https://ug.degroote.mcmaster.ca/descriptions/4sd3/,False
COMMERCE 4SE3,Entrepreneurship,COMMERCE,found,official_department,degroote_commerce,2025,fall,M. Ryder,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/09/COMM-4SE3-F25-Ryder.pdf,https://ug.degroote.mcmaster.ca/descriptions/4se3/,False
COMMERCE 4SM3,Sports Management,COMMERCE,found,official_department,degroote_commerce,2026,winter,G. Huang,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-4SM3-W26-Huang.pdf,https://ug.degroote.mcmaster.ca/descriptions/4sm3/,False
COMMERCE 4SY3,Independent Study in Business,COMMERCE,found,official_department,degroote_commerce,,,"Download the proposal form (for 4SY3) and fill it out with your supervisor. The form includes information about the components of the course, evaluation, and deadlines.",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2023/12/4SY3-Independent-Study-Project-Proposal-Outline_v.-Nov-23.pdf,https://ug.degroote.mcmaster.ca/descriptions/4sy3/,True
COMPENG 2DI4,Logic Design,COMPENG,found,official_department,engineering_electrical_computer,,,Shahrukh Athar; Ameer Abdelhadi,https://www.eng.mcmaster.ca//app/uploads/2025/09/COMPENG-2DI4-Course-Outline-2025.pdf,https://www.eng.mcmaster.ca/ece/courses/,True
COMPENG 2SH4,Principles of Programming,COMPENG,found,official_department,engineering_electrical_computer,2026,fall,Scott Chen,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE_-2SH4-F26-Course-Outline.pdf,https://www.eng.mcmaster.ca/ece/courses/,False
COMPENG 3DQ5,Digital Systems Design,COMPENG,found,official_department,engineering_electrical_computer,,,Nicola Nicolici,https://www.eng.mcmaster.ca//app/uploads/2025/09/COMPENG-3DQ5-Course-Outline-2025.pdf,https://www.eng.mcmaster.ca/ece/courses/,True
COMPENG 4DK4,Computer Communication Networks,COMPENG,found,official_department,engineering_electrical_computer,2026,fall,Dongmei Zhao,https://www.eng.mcmaster.ca//app/uploads/2024/01/CompEng_4DK4-Course-Outline-2026.pdf,https://www.eng.mcmaster.ca/ece/courses/,False
COMPENG 4DM4,Computer Architecture,COMPENG,found,official_department,engineering_electrical_computer,2026,fall,Scott Chen,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE_4DM4-F26-Course-Outline.pdf,https://www.eng.mcmaster.ca/ece/courses/,False
COMPENG 4OJ4,Research Project,COMPENG,missing,,,,,,,,False
COMPENG 4SL4,Fundamentals of Machine Learning,COMPENG,found,official_department,engineering_electrical_computer,2026,fall,Jun Chen,https://www.eng.mcmaster.ca//app/uploads/2024/01/CompEng_4SL4_outline_2026-27.pdf,https://www.eng.mcmaster.ca/ece/courses/,False
COMPENG 4SP4,High-Performance Programming,COMPENG,found,official_department,engineering_electrical_computer,2026,fall,Kazem Cheshmi,https://www.eng.mcmaster.ca//app/uploads/2024/07/CE-outline_4SP4-2026.pdf,https://www.eng.mcmaster.ca/ece/courses/,False
COMPENG 4TL4,Digital Signal Processing,COMPENG,found,simple_syllabus,McMaster Simple Syllabus,2026,fall,Ratnasingham Tharmarasa,https://mcmaster.simplesyllabusca.com/doc/y2fie2pzs/Fall-2026-COMPENG-4TL4-L04-THARMR-Digital-Signal-Processing?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,False
COMPSCI 1JC3,Introduction to Computational Thinking,COMPSCI,found,official_department,cas_macdrive,2026,fall,,https://macdrive.mcmaster.ca/d/7d49d94585344fbab735/files/?p=%2FCOMPSCI+1JC3+-+William+Farmer_+Fall+2026.pdf&dl=1,https://macdrive.mcmaster.ca/d/7d49d94585344fbab735/,False
COMPSCI 1MD3,Introduction to Programming,COMPSCI,found,official_department,cas_macdrive,2026,fall,,https://macdrive.mcmaster.ca/d/7d49d94585344fbab735/files/?p=%2FCOMPSCI+1MD3-+Vincent+Maccio+_+Fall+2026.pdf&dl=1,https://macdrive.mcmaster.ca/d/7d49d94585344fbab735/,False
COMPSCI 2C03,Data Structures and Algorithms,COMPSCI,found,official_department,cas_macdrive,2026,fall,,https://macdrive.mcmaster.ca/d/7d49d94585344fbab735/files/?p=%2FCOMPSCI+2C03+-+Vincent+Maccio_Fall+2026.pdf&dl=1,https://macdrive.mcmaster.ca/d/7d49d94585344fbab735/,False
