course_code,course_title,department,academic_year,term,section,professor_name,document_url,source_page_url,source_kind,source_name,source_priority,is_preferred,needs_review,retrieved_at
CHEMENG 4N04,Engineering Economics and Problem Solving,CHEMENG,,,,Jake Nease,https://www.eng.mcmaster.ca//app/uploads/2024/01/4N04_Syllabus_2025.pdf,https://www.eng.mcmaster.ca/chemeng/courses/,official_department,engineering_chemical,2,True,True,2026-09-04T19:34:27.544988+00:00
CHEMENG 4Y04A,Senior Independent Project,CHEMENG,,,,Todd Hoare,https://www.eng.mcmaster.ca//app/uploads/2024/01/CHEMICAL-ENGINEERING-4Y04-Course-Outline-and-Supervisory-Agreement-1.pdf,https://www.eng.mcmaster.ca/chemeng/courses/,official_department,engineering_chemical,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 2A03,Surveying and Measurement for Transportation and Construction,CIVENG,,,,Hao Yang,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVENG-2A03-Course-Outline-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 2B04,Principles of Environmental Engineering,CIVENG,,,,Zoe Li,https://www.eng.mcmaster.ca//app/uploads/2024/01/course-outline-2B04.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 2E03,Computer Applications in Civil Engineering,CIVENG,2026,fall,,Mahtab Masouminia,https://mcmaster.simplesyllabusca.com/doc/4fnxamuqe/Fall-2026-CIVENG-2E03-C01-CHURCH-Computer-Applications-in-Civil-Engineering?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
CIVENG 2P04,Statics and Mechanics of Materials,CIVENG,,,,Ousmane Hisseine,https://www.eng.mcmaster.ca//app/uploads/2024/01/Course-Outline_2P04_Fall2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 2X03,Introduction to Civil Engineering,CIVENG,,,,Lydell Wiebe,https://www.eng.mcmaster.ca//app/uploads/2024/08/CE2X03.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 3A03,Geotechnical Engineering I,CIVENG,2026,fall,,Dr. Yazan Asia,https://mcmaster.simplesyllabusca.com/doc/zr2t8dgyg/Fall-2026-CIVENG-3A03-C01-ASAIY-Geotechnical-Engineering-I?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
CIVENG 3C03,Engineering Systems,CIVENG,,,,Seyedhamid Moafimadani,https://www.eng.mcmaster.ca//app/uploads/2024/01/Fall-2025-CIVENG-3C03-C01-ABDELMOM-Engineering-Systems.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 3G04,Structural Analysis,CIVENG,,,,Michael Tait,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE3G04-2025-26-COURSE-OUTLINE.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 3G04,Structural Analysis,CIVENG,,,,Samir Chidiac,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE4X06-COURSE-OUTLINE-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,False,True,2026-09-04T19:34:27.544988+00:00
CIVENG 3G04,Structural Analysis,CIVENG,,,,Cancan Yang,https://www.eng.mcmaster.ca//app/uploads/2025/01/CIVENG4W04_Winter-2025_Course-Outline.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,False,True,2026-09-04T19:34:27.544988+00:00
CIVENG 3K03,Introduction to Transportation Engineering,CIVENG,,,,Saiedeh Razavi,https://www.eng.mcmaster.ca//app/uploads/2024/01/Fall-2025-CIVENG-3K03-T02-RAZAVI-Introduction-to-Transportation-Engineering.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 3P04,Civil Engineering Materials and Design,CIVENG,,,,Ousmane Hisseine,https://www.eng.mcmaster.ca//app/uploads/2024/01/Course-Outline_CIVEN-3P04_Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 4A04,Engineering Hydrology,CIVENG,,,,Ashkan Irannezhad,https://www.eng.mcmaster.ca//app/uploads/2024/08/Fall-2024-CIVENG-4A04-IRANNEA-.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 4BP4,Building Science,CIVENG,,,,Samir Chidiac,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE4BP4-COURSE-OUTLINE.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 4G04,Pavement Materials and Design,CIVENG,,,,Hao Yang,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVENG-4G04-Course-Outline-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 4K04,Modern Methods of Structural Analysis,CIVENG,,,,Mohamed Ezzeldin,https://www.eng.mcmaster.ca//app/uploads/2024/01/2025-26-4K04-COURSE-OUTLINE.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 4N04,Steel Structures,CIVENG,,,,Ramla Qureshi,https://www.eng.mcmaster.ca//app/uploads/2024/01/4N04-Course-Outline-2025_v2.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVENG 4P04,Engineering Hydrogeology,CIVENG,2026,fall,,Adedapo Awolayo,https://mcmaster.simplesyllabusca.com/doc/f5zwfvo2v/Fall-2026-CIVENG-4P04-C01-AWOLAYOA-Engineering-Hydrogeology?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
CIVENG 4S04,Foundation Engineering,CIVENG,,,,Mehdi Shafikhani,https://www.eng.mcmaster.ca//app/uploads/2024/01/CE-4S04-Course-Outline-Fall-2025.pdf,https://www.eng.mcmaster.ca/civil/courses/,official_department,engineering_civil,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVTECH 3GE3,Geotechnical Materials and Analysis,CIVTECH,,,,"Michael Justason, P.Eng.",https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-3GE3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,official_department,engineering_technology,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVTECH 3SA3,Structural Analysis,CIVTECH,,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-3SA3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,official_department,engineering_technology,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVTECH 4BC3,Building Science,CIVTECH,,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4BC3-Winter-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,official_department,engineering_technology,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVTECH 4LU3,Advanced Land Use Planning,CIVTECH,,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4LU3-Summer-2024.pdf,https://www.eng.mcmaster.ca/sept/courses/,official_department,engineering_technology,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVTECH 4RC3,Reinforced Concrete and Masonry Design,CIVTECH,,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4RC3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,official_department,engineering_technology,2,True,True,2026-09-04T19:34:27.544988+00:00
CIVTECH 4WT3,Municipal and Environmental Engineering,CIVTECH,,,,,https://www.eng.mcmaster.ca//app/uploads/2024/01/CIVTECH-4WT3-Fall-2023.pdf,https://www.eng.mcmaster.ca/sept/courses/,official_department,engineering_technology,2,True,True,2026-09-04T19:34:27.544988+00:00
CMTYENGA 2A03,Foundations of Community Engagement,CMTYENGA,2026,fall,,Sarah Precious,https://mcmaster.simplesyllabusca.com/doc/j4ztgp2pm/Fall-2026-CMTYENGA-2A03-C01-PRECIOUS-Foundations-of-Community-Engagement?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
CMTYENGA 2MC3,Design and Creation of Engaged Learning for Community Youth,CMTYENGA,2026,fall,,Rebecca Collins-Nelsen,https://mcmaster.simplesyllabusca.com/doc/8enslklln/Fall-2026-CMTYENGA-2MC3-C01-COLLIR2-Design-and-Creation-of-Engaged-Learning-for-Community-Youth?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
CMTYENGA 4A06,Semester at CityLAB: Design and Dialogue Inquiry,CMTYENGA,2026,fall,,Rachel Johnson (Project Management),https://mcmaster.simplesyllabusca.com/doc/ymdxu67zt/Fall-2026-CMTYENGA-4A06-C01-KAYRL-Semester-at-CityLAB-Design-and-Dialogue-Inquiry?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1AA3,Introductory Financial Accounting,COMMERCE,2026,winter,C01,E. Islam,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/1AA3-W26-E.-Islam.pdf,https://ug.degroote.mcmaster.ca/descriptions/1aa3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1AA3,Introductory Financial Accounting,COMMERCE,2025,fall,C07-C08,Y. Marefati,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/1AA3-F25-FINAL.pdf,https://ug.degroote.mcmaster.ca/descriptions/1aa3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1AA3,Introductory Financial Accounting,COMMERCE,2025,summer,,I. Jahan,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/05/Comm1AA3-S25-Jahan.pdf,https://ug.degroote.mcmaster.ca/descriptions/1aa3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1BA3,Organizational Behaviour,COMMERCE,2026,summer,C01,Y. Lee,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/05/COMM-1BA3-SS26-course-outline-Lee-3.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ba3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1BA3,Organizational Behaviour,COMMERCE,2026,winter,"C01, C02, C03, C04",T. McAteer,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-1BA3-W26-course-outline-MCATEER-1-1.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ba3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1BA3,Organizational Behaviour,COMMERCE,2025,fall,"C01, C02, C03, C05, C06",T. McAteer,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-1BA3-F25-course-outline-McAteer.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ba3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1BA3,Organizational Behaviour,COMMERCE,2025,fall,C04,M. Woznowski,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-1BA3-F25-course-outline-Woznowski.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ba3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1E03,Business Environment and Organization,COMMERCE,2026,fall,,C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/09/COMM-1E03-F26-Capretta.pdf,https://ug.degroote.mcmaster.ca/descriptions/1e03/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1E03,Business Environment and Organization,COMMERCE,2025,fall,,C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-1E03-F25-Capretta.pdf,https://ug.degroote.mcmaster.ca/descriptions/1e03/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1E03,Business Environment and Organization,COMMERCE,2024,fall,,C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/COMM-1E03-F24-Capretta.pdf,https://ug.degroote.mcmaster.ca/descriptions/1e03/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1MA3,Introduction to Marketing,COMMERCE,2026,winter,,"C. Ling, S. Kim",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/COMM-1MA3-W26-Kim-Ling_FINAL.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ma3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1MA3,Introduction to Marketing,COMMERCE,2025,fall,,"I. Sadeghi, S. Abbasi, P. Sibold, A. Suri",https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-1MA3-F25-Sadeghi-Abbasi-Sibold-Suri.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ma3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 1MA3,Introduction to Marketing,COMMERCE,2025,summer,,C. Ling,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/06/COMM-1MA3-S25-Ling_Final.pdf,https://ug.degroote.mcmaster.ca/descriptions/1ma3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,2025,fall,C01-C03,A. Mokhtar,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2AB3-F25-Final.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,2025,fall,C04-C05,A.S. Merali,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2AB3-F25-Merali.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,2025,summer,,M. Shehata,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/05/Comm-2AB3-S25-Mohamed-revised.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,2025,winter,C01-03,A. Mokhtar,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/12/Commerce-2AB3-W25-Mokhtar-C01-03-revise.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,2025,winter,C04,S. Liu,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/12/Commerce-2AB3-W25-Liu-C04-rev.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2AB3,Managerial Accounting I,COMMERCE,2025,winter,C05-C06,K. Nainar,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/12/Commerce-2AB3-W25-Nainar-C05-06-revise.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ab3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2CO0,Co-op and Career Development Course,COMMERCE,2026,fall,,,https://mcmaster.simplesyllabusca.com/doc/765xzttj4/Fall-2026-COMMERCE-2CO0-C01-DLITTLE-Co-op-and-Career-Development-Course?mode=view,https://mcmaster.simplesyllabusca.com/api2/doc-library-search,simple_syllabus,McMaster Simple Syllabus,1,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2025,fall,"C01, C02, C04",L. Shi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-2DA3-F25-course-outline-Shi.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2025,fall,"C03, C05",Z. Mashayekhi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-2DA3-F25-course-outline-Mashayekhi.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2025,summer,C01,A. Thawani,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/05/COMM-2DA3-SS25-course-oultine-Thawani.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2024,fall,"C01, C02",L. Shi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/COMM-2DA3-F24-course-outline-Shi.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2024,fall,"C03, C05",Z. Mashayekhi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/COMM-2DA3-F-24-course-outline-Mashayekhi.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2024,fall,C04,A. Thawani,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/COMM-2DA3-F24-course-outline-Thawani.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2DA3,Decision Making with Analytics,COMMERCE,2024,fall,C06,H.Alavi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/COMM-2DA3-F24-course-outline-Alavi.pdf,https://ug.degroote.mcmaster.ca/descriptions/2da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2FA3,Introduction to Finance,COMMERCE,2026,winter,,J. Tome,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/2FA3-W26-J.-Tome.pdf,https://ug.degroote.mcmaster.ca/descriptions/2fa3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2FA3,Introduction to Finance,COMMERCE,2025,fall,C01-C03,Zhao,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2FA3-F25-Zhao-C01-3.pdf,https://ug.degroote.mcmaster.ca/descriptions/2fa3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2FA3,Introduction to Finance,COMMERCE,2025,fall,C04,S. Bose,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2FA3-C04-F25-Bose.pdf,https://ug.degroote.mcmaster.ca/descriptions/2fa3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2FA3,Introduction to Finance,COMMERCE,2025,fall,C05,S.Bose,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/2FA3-C05-F25-Bose.pdf,https://ug.degroote.mcmaster.ca/descriptions/2fa3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2FA3,Introduction to Finance,COMMERCE,2025,summer,C01,R. Khokar,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/05/Comm-2FA3-S25-C01-Khokhar.pdf,https://ug.degroote.mcmaster.ca/descriptions/2fa3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2GR0,DeGroote Student Experience and Development II,COMMERCE,2026,winter,"C01, C02",A. Boey,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2026/01/COMM-2GR0-W26-course-outline-Boey.pdf,https://ug.degroote.mcmaster.ca/descriptions/2gr0/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2GR0,DeGroote Student Experience and Development II,COMMERCE,2025,fall,"C01, C02",A. Boey,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/11/F25-2GR0-Course-Outline_Nov-6_Public-version.pdf,https://ug.degroote.mcmaster.ca/descriptions/2gr0/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2GR0,DeGroote Student Experience and Development II,COMMERCE,2025,winter,C01,H. Chen,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/01/COMM-2GR0-W25-course-outline-Chen.pdf,https://ug.degroote.mcmaster.ca/descriptions/2gr0/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2NG3,Negotiations,COMMERCE,2025,fall,"C01, C02, C05",A. Boey,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/Comm-2NG3-F25-course-outline-Boey.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2NG3,Negotiations,COMMERCE,2025,fall,C03,R. Alsadi,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/Comm-2NG3-F25-course-outline-Alasadi-3.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2NG3,Negotiations,COMMERCE,2025,fall,C04,C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/Comm-2NG3-F25-course-outline-Capretta-2.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2NG3,Negotiations,COMMERCE,2025,summer,C01,C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/06/COMM-2NG3-S25-course-outline-Capretta-1.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2NG3,Negotiations,COMMERCE,2025,winter,"C01, C02, C03, C04, C06",C. Capretta,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/12/COMM-2NG3-W25-course-outline-Capretta-1.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 2NG3,Negotiations,COMMERCE,2025,winter,C05,T. Thung,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/01/COMM-2NG3-W25-course-outline-Thung.pdf,https://ug.degroote.mcmaster.ca/descriptions/2ng3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3AB3,Intermediate Financial Accounting I,COMMERCE,2025,fall,,K. Li | Y. Kwok,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/3AB3-F25-li-kwok.pdf,https://ug.degroote.mcmaster.ca/descriptions/3ab3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3AB3,Intermediate Financial Accounting I,COMMERCE,2025,summer,,Y. Kwok,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/05/Comm-3AB3-S25-Kwok.pdf,https://ug.degroote.mcmaster.ca/descriptions/3ab3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3AB3,Intermediate Financial Accounting I,COMMERCE,2024,fall,C01-05,Y. Kwok|K. Li,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/08/3AB3_F24_Kwok-Li-C01-5.pdf,https://ug.degroote.mcmaster.ca/descriptions/3ab3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3DA3,Predictive Analytics,COMMERCE,2026,winter,C01,E. Blasioli,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/COMM-3DA3-W26-course-outline-Blasioli.pdf,https://ug.degroote.mcmaster.ca/descriptions/3da3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3DA3,Predictive Analytics,COMMERCE,2025,fall,C01,B. Gorgulu,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-3DA3-F25-course-outline-Gorgulu.pdf,https://ug.degroote.mcmaster.ca/descriptions/3da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3DA3,Predictive Analytics,COMMERCE,2025,fall,C02,B. Gorgulu,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/COMM-3DA3-F25-course-outline-Gorgulu-C02.pdf,https://ug.degroote.mcmaster.ca/descriptions/3da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3DA3,Predictive Analytics,COMMERCE,2025,winter,C01,E. Blasioli,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/12/COMM-3DA3-W25-course-outline-Blasioli.pdf,https://ug.degroote.mcmaster.ca/descriptions/3da3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3FB3,Securities Analysis,COMMERCE,2026,winter,,S. Wang,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/3FB3-W26-S.-Wang.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fb3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3FB3,Securities Analysis,COMMERCE,2026,winter,C02,R. Jin,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/12/3FB3-W26-C02-Jin.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fb3/,official_department,degroote_commerce,2,True,False,2026-09-04T19:34:27.544988+00:00
COMMERCE 3FB3,Securities Analysis,COMMERCE,2025,fall,,N. Charupat,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/08/3FB3-F25-Charaput.pdf,https://ug.degroote.mcmaster.ca/descriptions/3fb3/,official_department,degroote_commerce,2,False,False,2026-09-04T19:34:27.544988+00:00
